,Unnamed: 0,FacultyID,DepartmentCode,EntryTypeID,TCAS,HomeRegion,SchoolRegionNameEng,EntryGPA,GPAX,GPA_Eng,GPA_Math,GPA_Sci,GPA_Sco,Q1,Q3,Q4,Q5,Q6,Q8,Q9,Q12,Q13,Q19,Q20,Q21,Q23,Q24,Q25,Q26,Q27,Q28,Q30,Q31,Q32,Q33,Status
6364,9365,12,1205,11,2,0,0,2.62,2.66,2.48,1.5,2.63,2.29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,MFU student
6365,9366,12,1205,11,1,1,0,3.46,3.54,3.73,3.2,3.1,3.35,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,MFU student
6366,9367,12,1205,11,1,0,0,3.09,3.14,3.26,2.54,3.5,3.12,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,0,MFU student
6367,9369,12,1205,11,2,0,1,3.253043206,3.89,3.62,4,3.87,4,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,MFU student
6368,9370,12,1205,11,1,0,0,3,3.04,3.68,1.1,3.06,2.95,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,1,0,1,0,1,1,MFU student
6369,9371,12,1205,11,1,0,0,3.06,3.07,3.8,2.24,2.75,3.09,0,0,1,0,1,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,MFU student
6370,9374,12,1205,52,2,0,0,2.07,2.31,2.25,1.87,1.91,2.22,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,MFU student
6371,9375,12,1205,11,1,1,1,3.42,3.37,3.73,2.7,2.79,3.25,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,1,1,0,MFU student
6372,9376,12,1205,11,2,0,0,3.253043206,3.64,3.68,3.4,3.1,3.65,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,0,MFU student
6373,9377,12,1205,11,1,1,1,3.28,3.26,3.45,2.34,2.77,3.02,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,1,1,MFU student
6374,9378,12,1205,11,1,0,0,2.85,2.91,2.75,2.4,2.36,3.36,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,MFU student
6375,9379,12,1205,29,1,1,1,3.43,3.43,3.08,3.6,3.31,3.3,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,MFU student
6376,9380,12,1205,11,1,0,0,3.51,3.49,3.66,2.3,3.45,3.56,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,MFU student
6377,9383,12,1205,11,2,0,0,3.253043206,3.36,3.34,2.8,2.6,3.42,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,MFU student
6378,9388,12,1205,11,1,1,1,3.18,3.18,3.9,2.53,2.65,3.88,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,MFU student
6379,9390,12,1205,11,1,1,1,3.02,3.01,2.81,2.4,3,3.73,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,MFU student
6380,9391,12,1205,29,1,0,1,3.253043206,3.63,3.62,3.9,3.66,3.21,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,MFU student
6381,9392,12,1205,11,1,0,0,3.253043206,3.18,3.24,1.4,2.9,3.64,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,MFU student
6382,9393,12,1205,11,2,0,0,3.78,3.78,3.65,3.8,3.6,4,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,MFU student
6383,9394,12,1205,11,1,0,0,2.83,2.86,3.23,2.72,2.1,3.38,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0,MFU student
6384,9396,12,1205,10,2,1,1,3.24,3.21,3.02,2.2,3,3.76,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,MFU student
6385,9397,12,1205,11,1,1,1,3.51,3.53,3.85,3.3,3.32,4,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,MFU student
6386,9399,12,1205,11,1,0,1,3.253043206,3.37,3.85,2.3,2.9,3.2,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,MFU student
6387,9400,12,1205,11,1,1,1,3.52,3.48,3.88,2.68,3.25,3.89,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,MFU student
6388,9401,12,1205,11,1,0,0,3.253043206,3.42,4,2.6,3.3,3.86,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,1,0,0,1,MFU student
6389,9402,12,1205,11,1,1,1,3.62,3.6,3.5,2.8,3.64,3.72,1,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,MFU student
6390,9403,12,1205,11,1,0,0,3.34,3.39,3.68,2.9,2.6,3.5,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,MFU student
6391,9406,12,1205,11,1,0,1,3.253043206,3.08,2.84,3.16,2.77,3.31,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,MFU student
6392,9407,12,1205,11,1,0,0,3.29,3.4,3.26,2.87,3.56,3.27,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,MFU student
6393,9409,12,1205,11,1,0,0,3.16,3.1,3.5,1.74,3.08,3.3,1,1,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,MFU student
6394,9410,12,1205,52,1,0,0,2.84,2.8,2.76,1.55,2.07,3.32,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,MFU student
6395,9412,12,1205,52,1,0,0,2.73,2.68,2.54,1.18,2.16,2.83,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,MFU student
6396,9413,12,1205,29,1,0,0,3.6,3.65,3.75,2.92,3.25,3.68,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,MFU student
6397,9415,12,1205,11,1,0,0,2.61,2.65,3.04,2.63,1.87,3.1,1,1,1,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,MFU student
6398,9416,12,1205,11,1,1,1,3.06,3.13,3.15,2.98,2.7,3.52,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,MFU student
6399,9417,12,1205,11,1,1,0,3.57,3.5,3.6,3.14,3.34,3.78,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,MFU student
6400,9418,12,1205,11,2,0,0,3.52,3.5,3.4,2.7,3.45,3.6,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,MFU student
6401,9421,12,1205,11,1,1,1,2.7,2.66,2.75,1.84,2.09,2.58,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,MFU student
6402,9422,12,1205,10,2,1,1,3.37,3.39,3.61,1.9,2.7,3.55,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,MFU student
6403,9424,12,1205,11,1,0,0,3.11,3.09,3.34,2.46,2.65,3.6,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,0,1,1,1,0,MFU student
6404,9425,12,1205,11,1,1,1,3.31,3.32,3.57,2.84,3.07,3.13,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,MFU student
6405,9426,12,1205,11,1,1,1,3.28,3.22,3.2,2.93,2.91,3.35,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,MFU student
6406,9427,12,1205,11,1,0,0,3.08,3.07,3.09,2.19,2.1,3.78,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,MFU student
6407,9430,12,1205,52,1,0,0,3.72,3.74,3.75,2.83,3.5,4,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,MFU student
6408,9431,12,1205,52,1,1,1,3.19,3.16,2.86,1.9,3.3,3.56,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,MFU student
6409,9433,12,1205,11,2,1,1,2.77,2.79,2.07,2.82,2.45,3.22,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,MFU student
6410,9434,12,1205,11,1,0,0,3.62,3.62,3.94,2.92,3.14,3.53,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,1,1,MFU student
6411,9435,12,1205,11,1,1,1,3.34,3.26,3.2,2.5,3.25,3.54,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,1,1,0,0,1,MFU student
6412,9436,12,1205,11,2,0,0,2.4,2.37,2.46,1.86,1.4,2.61,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,MFU student
6413,9437,12,1205,11,2,0,0,3.54,3.5,3.54,2.8,2.9,3.76,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1,1,0,MFU student
6414,9438,12,1205,11,1,0,0,3.05,3.09,3.52,1.8,2.75,3.14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,MFU student
6415,9439,12,1205,11,2,0,0,2.35,2.4,2.76,1.8,1.68,3.19,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,MFU student
6416,9440,12,1205,11,1,0,0,3.71,3.66,3.11,4,3.54,3.78,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,MFU student
6417,9442,12,1205,20,5,0,1,3.253043206,2.59,3,1.85,2.39,2.85,1,1,1,0,0,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,1,0,MFU student
6418,9443,12,1205,20,5,0,0,2.85,2.85,2.6,1.81,2.9,2.73,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,1,MFU student
6419,9445,12,1205,20,5,0,0,2.91,2.91,2.63,1.91,2.83,3.1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,MFU student
6420,9447,12,1205,20,5,0,0,3.253043206,2.51,3,1.82,1.98,2.93,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,MFU student
6421,9448,12,1205,20,5,0,0,3.253043206,3.21,3.08,1.83,2.83,3.31,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,MFU student
6422,9449,12,1205,20,5,0,1,3.253043206,3.34,3.51,2.5,2.66,3.26,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,MFU student
6423,9450,12,1205,20,5,0,0,3.253043206,3.25,3.35,2.25,3,3.79,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,MFU student
6424,9451,12,1205,20,5,0,0,3.253043206,2.74,2.6,2.66,2.03,2.81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,MFU student
6425,9452,12,1205,20,5,1,1,3.27,3.41,3.57,2.25,3.33,3.52,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,0,0,1,MFU student
6426,9453,12,1205,20,5,0,0,3.253043206,1.86,1.65,1.55,1.75,1.96,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,MFU student
6427,9454,12,1205,20,5,0,0,2.29,2.23,2,2,2,3.5,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,1,MFU student
6428,9456,12,1205,20,5,0,1,2.32,2.32,2.28,1.66,2.37,2.43,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,MFU student
6429,9457,12,1205,20,5,0,1,3.253043206,3.07,2.98,2.25,2.5,3.55,0,1,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,MFU student
6430,9458,12,1205,20,5,0,1,3.253043206,2.59,2.47,2.11,2.08,2.67,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,MFU student
6431,9459,12,1205,20,5,0,1,3.253043206,2.55,2.33,2.09,2.19,3.61,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,MFU student
6432,9460,12,1205,20,5,1,1,2.88,2.88,2.66,2.15,2.41,3.43,1,1,1,1,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,0,MFU student
6433,9461,12,1205,20,5,0,1,3.253043206,2.94,2.62,2.68,2.86,2.8,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,MFU student
6434,9462,12,1205,20,5,1,1,2.46,2.46,2.59,1.25,2,2.58,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,MFU student
6435,9463,12,1205,20,5,0,0,2.7,2.7,2.54,2,2.25,3.42,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,MFU student
6436,9468,12,1205,20,5,0,0,3.253043206,2.72,2.47,1.33,2.52,3.07,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,MFU student
6437,9469,12,1205,20,5,0,0,3.253043206,3.02,3.05,1.97,2.66,3.75,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,MFU student
6438,9471,12,1205,20,5,0,1,3.253043206,3.07,3.09,2.41,3,3.02,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,MFU student
6439,9472,12,1205,20,5,0,0,3.253043206,3.35,3.47,2,2.33,3.53,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,MFU student
6440,9473,12,1205,20,5,0,1,3.253043206,3.43,2.94,3.21,3.38,3.97,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,MFU student
6441,9474,12,1205,20,5,0,0,3.253043206,2.27,2.15,1.58,1.75,2.51,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,MFU student
6442,9475,12,1205,20,5,0,0,1.95,1.95,1.39,1.91,1.5,2.89,1,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,MFU student
6443,9476,12,1205,20,5,1,1,2,2,1.9,1.53,2.5,2,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,MFU student
6444,9477,12,1205,20,5,0,1,3.253043206,3.19,3.4,1.87,3,3.14,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,MFU student
6445,9478,12,1205,20,5,0,0,3.253043206,2.72,2.26,1.5,2.89,3.25,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,1,1,MFU student
6446,9480,12,1205,20,5,0,1,3.253043206,3.81,3.95,3.63,3.78,3.84,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,MFU student
6447,9482,12,1205,20,5,0,0,3.253043206,3,2.87,1.75,1.66,3.32,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,MFU student
6448,9488,12,1205,20,5,0,0,3.253043206,3.58,3.6,3.06,3.68,3.82,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,MFU student
6449,9489,12,1205,20,5,0,0,3.253043206,3.33,3.23,2.66,2.96,3.5,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,MFU student
6450,9491,12,1205,29,5,0,1,3.253043206,3.37,2.18,3.58,3.32,3.97,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,MFU student
6451,9492,12,1205,29,5,0,0,2.86,2.86,2.72,1.91,2.6,2.85,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,MFU student
6452,9494,12,1205,29,5,0,0,3.253043206,3.3,3.37,2.85,2.97,3.31,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,MFU student
6453,9495,12,1205,29,5,1,1,2.52,2.5,2.5,2,2,2.5,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,0,MFU student
6454,9499,12,1205,29,5,0,0,2.42,2.42,2.37,2.2,1.72,3.17,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,MFU student
6455,9500,12,1205,29,5,0,0,3,3,2.76,2.1,2.35,3.4,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,MFU student
6456,9501,12,1205,29,5,0,0,2.6,2.59,2.97,2.81,2.16,2.2,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,1,1,1,1,0,1,0,MFU student
6457,9502,12,1205,29,5,0,0,2.6,2.68,2.53,2.23,2.25,2.96,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,MFU student
6458,9504,12,1205,29,5,0,0,3.27,3.27,3.46,2.44,3.62,3.73,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,MFU student
6459,9506,12,1207,11,2,0,0,2.25,2.25,2.1,2.28,1.85,2.12,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,MFU student
6460,9507,12,1207,11,2,0,0,3.35,3.36,3.26,2.5,2.5,3.28,1,0,1,0,0,0,1,0,1,1,0,1,0,1,1,1,1,1,1,0,1,0,MFU student
6461,9508,12,1207,52,2,0,0,3.35,3.35,3.58,2.48,3.25,3.32,1,1,0,0,0,1,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,MFU student
6462,9509,12,1207,11,1,0,0,3.05,3.07,3,2.44,2.87,3.28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,MFU student
6463,9511,12,1207,29,1,1,1,3.16,3.1,2.87,2.61,3.02,3.67,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,MFU student
6464,9512,12,1207,10,2,0,1,3.253043206,3.78,3.89,3.1,3.5,3.73,1,1,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,MFU student
6465,9513,12,1207,11,2,0,0,3.29,3.28,3.25,2.4,2.9,3.46,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,MFU student
6466,9514,12,1207,11,1,0,0,3.67,3.67,3.82,2.9,3.08,3.83,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,1,0,1,0,1,1,MFU student
6467,9515,12,1207,11,2,0,0,2.91,2.9,2.36,2.6,2.71,3.03,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,MFU student
6468,9516,12,1207,10,2,1,1,2.89,2.85,3.18,2.38,2.44,3.61,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,MFU student
6469,9518,12,1207,11,1,0,0,3.79,3.78,3.95,3.8,3.2,3.8,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,MFU student
6470,9519,12,1207,11,1,0,0,3.17,3.19,3.25,1.8,2.62,3.2,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,MFU student
6471,9520,12,1207,11,1,0,0,2.97,2.9,2.4,2.7,2.58,2.91,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,MFU student
6472,9522,12,1207,11,2,0,0,2.45,2.46,2.35,1.1,1.53,2.61,1,1,1,0,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,MFU student
6473,9523,12,1207,52,1,0,0,3.06,3.05,2.85,2.58,2.92,3.66,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,MFU student
6474,9525,12,1207,29,1,1,1,3.03,2.97,2.9,3,2.4,3.9,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,MFU student
6475,9527,12,1207,11,2,0,0,2.72,2.76,2.38,1.7,2.15,3.27,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,1,1,MFU student
6476,9529,12,1207,11,1,1,1,3.35,3.36,3.5,2.37,3.3,3.5,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,MFU student
6477,9531,12,1207,11,1,0,0,3.54,3.54,3.7,3.65,3.21,3.63,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,MFU student
6478,9532,12,1207,11,2,1,1,3.09,3.1,2.76,2.3,2.3,3.47,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,MFU student
6479,9538,12,1207,11,1,0,0,3.33,3.29,3.96,2.25,3,3.55,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,MFU student
6480,9539,12,1207,11,1,0,0,3,2.98,3.86,2,2.65,3.27,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,0,MFU student
6481,9541,12,1207,11,2,0,0,2.78,2.72,2.65,2.66,2.19,3.36,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,MFU student
6482,9542,12,1207,52,1,0,0,3.01,2.88,3.38,2.74,2.13,3.58,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,1,0,0,MFU student
6483,9543,12,1207,52,1,0,0,3.09,3.1,2.83,2.63,2.94,3.24,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,MFU student
6484,9545,12,1207,11,1,1,1,3.39,3.38,3.39,3.53,3.3,2.97,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,MFU student
6485,9547,12,1207,11,1,1,1,3.36,3.36,2.6,2.9,2.7,3.31,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,1,0,1,0,MFU student
6486,9550,12,1207,11,2,0,0,2.77,2.74,2.48,1.7,2.91,2.85,1,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,MFU student
6487,9552,12,1207,11,1,0,0,3.38,3.38,3.7,3.1,3.17,3.37,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,MFU student
6488,9553,12,1207,11,2,0,0,2.55,2.56,2.59,1.3,1.58,2.28,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,MFU student
6489,9554,12,1207,11,1,0,1,3.253043206,2.95,3.02,1.93,2.73,3.27,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,MFU student
6490,9555,12,1207,11,1,1,1,3.07,3.04,3.58,2.77,2.52,3.61,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,MFU student
6491,9557,12,1207,11,1,1,1,3.12,3.09,3.36,3.01,2.36,3.88,0,1,0,1,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1,0,1,0,MFU student
6492,9558,12,1207,10,2,1,1,3.73,3.75,3.65,3.93,3.7,3.84,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,1,MFU student
6493,9559,12,1207,11,1,0,0,3.13,3.18,2.85,3,3.04,3.16,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,MFU student
6494,9560,12,1207,11,2,1,1,2.58,2.53,2.34,2.22,1.62,3.75,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,MFU student
6495,9561,12,1207,11,2,1,1,2.9,2.83,2.56,2.33,2.9,3.05,1,1,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,0,1,1,0,1,MFU student
6496,9562,12,1207,11,1,0,0,3.253043206,3.34,3.7,2.78,2.88,3.91,0,1,1,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,MFU student
6497,9564,12,1207,11,1,0,0,2.83,2.85,2.73,2.2,1.91,3.26,1,1,1,0,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,MFU student
6498,9567,12,1207,11,2,1,1,3.49,3.53,3.89,2.65,3.33,3.88,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,MFU student
6499,9568,12,1207,11,1,0,0,3.46,3.47,2.92,2,2.6,3,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,MFU student
6500,9571,12,1207,11,1,0,0,3.16,3.13,3.04,2.5,2.9,3.1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,MFU student
6501,9572,12,1207,52,2,0,0,3.08,3.19,2.95,1.6,3.38,3.89,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,MFU student
6502,9574,12,1207,11,2,0,0,3.13,3.14,3.37,3,2.92,3.06,1,1,1,0,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,MFU student
6503,9575,12,1207,11,1,0,0,3.17,3.19,2.82,1.72,2.75,3.74,1,1,1,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,1,0,1,0,MFU student
6504,9576,12,1207,11,1,1,1,3.18,3.13,3.3,3.3,2.62,2.65,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,MFU student
6505,9578,12,1207,11,1,0,0,3.15,3.15,3.34,1.6,1.66,3.06,1,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0,MFU student
6506,9579,12,1207,11,1,1,1,3.17,3.16,3.43,2.1,2.79,3,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,MFU student
6507,9580,12,1207,11,1,1,0,2.95,2.95,3.03,1.8,3,2.47,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,MFU student
6508,9581,12,1207,29,1,0,0,3.18,3.17,2.17,1.38,2.5,2.5,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,MFU student
6509,9582,12,1207,11,2,1,1,2.67,2.65,2.3,2.44,2,3.37,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,MFU student
6510,9585,12,1207,11,1,0,0,2.71,2.73,2.66,2,1.9,3.1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,1,1,0,1,1,1,0,MFU student
6511,9586,12,1207,11,1,0,0,3.11,3.18,3.54,2.4,2.75,2.63,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,MFU student
6512,9589,12,1207,11,2,1,1,2.85,2.82,2.06,2.36,2.5,2.96,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,MFU student
6513,9591,12,1207,10,2,1,1,3.57,3.53,3.31,3.5,3.9,3.68,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,MFU student
