,Unnamed: 0,FacultyID,DepartmentCode,EntryTypeID,TCAS,HomeRegion,SchoolRegionNameEng,EntryGPA,GPAX,GPA_Eng,GPA_Math,GPA_Sci,GPA_Sco,Q1,Q3,Q4,Q5,Q6,Q8,Q9,Q12,Q13,Q19,Q20,Q21,Q23,Q24,Q25,Q26,Q27,Q28,Q30,Q31,Q32,Q33,Status
1245,2058,19,1901,10,2,1,1,3.25,3.2,3.45,3.4,2.31,3.83,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0,MFU student
1246,2059,19,1901,10,2,1,1,2.67,2.6,2.36,2.06,2.12,3.38,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,MFU student
1247,2060,19,1901,10,2,1,1,3.63,3.6,3.78,3.1,3.51,3.94,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,MFU student
1248,2061,19,1901,10,2,1,1,3.34,3.38,3.84,2.6,3.23,3.94,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,1,0,MFU student
1249,2062,19,1901,10,2,1,1,3.4,3.36,3.64,2.86,2.98,3.66,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,MFU student
1250,2063,19,1901,10,2,1,1,3.57,3.62,4,2.92,3.42,3.97,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,MFU student
1251,2064,19,1901,10,2,1,1,3.6,3.62,3.93,3.73,3.35,3.66,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1,0,1,1,MFU student
1252,2065,19,1901,10,2,1,1,2.77,2.66,3.04,1.92,2.06,3.31,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,MFU student
1253,2066,19,1901,10,2,1,1,3.7,3.69,4,3.24,3.63,3.67,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,MFU student
1254,2067,19,1901,10,2,1,1,2.5,2.35,2.5,2,1.7,2.7,0,1,0,1,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1,0,1,MFU student
1255,2068,19,1901,10,2,1,1,2.77,2.72,3.39,2.16,2.16,3.11,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,MFU student
1256,2069,19,1901,10,2,1,1,3.39,3.35,3.38,2.82,3.3,3.52,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,MFU student
1257,2070,19,1901,10,2,0,1,3.253043206,3.06,3.25,2.9,2.58,3.3,1,1,1,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,MFU student
1258,2071,19,1901,10,2,1,1,3.37,3.34,3.66,2.96,3.08,3.81,1,1,1,0,1,1,1,0,0,1,1,0,1,0,0,1,1,1,1,1,0,1,MFU student
1259,2072,19,1901,10,2,1,1,3.06,3,2.96,2.9,2.36,3.64,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,MFU student
1260,2073,19,1901,10,2,1,1,3.14,3.11,3.75,1.68,3.19,3.03,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,MFU student
1261,2074,19,1901,10,2,1,1,3.72,3.75,3.58,3.35,3.87,4,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,MFU student
1262,2075,19,1901,10,2,1,1,3.52,3.5,3.52,3.42,3.18,3.91,1,0,1,0,1,0,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,MFU student
1263,2076,19,1901,10,2,1,1,3.42,3.43,3.7,3.12,3.24,3.68,0,0,0,0,1,0,1,0,1,1,1,0,1,0,1,1,1,0,0,1,0,0,MFU student
1264,2077,19,1901,10,2,1,1,2.06,2.06,3.11,1.08,1.55,2.3,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,MFU student
1265,2078,19,1901,10,2,1,1,3.3,3.24,3.4,2.72,3.17,3.31,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,1,MFU student
1266,2079,19,1901,10,2,1,1,3.21,3.21,3.31,2.76,3.19,3.1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,MFU student
1267,2080,19,1901,10,2,1,1,3.36,3.38,3.85,2.86,3.15,3.65,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,MFU student
1268,2081,19,1901,10,2,1,1,3.5,3.51,3.56,3.5,3.3,3.68,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,MFU student
1269,2082,19,1901,10,2,1,1,3.48,3.44,3.63,2.97,3.5,3.5,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,MFU student
1270,2083,19,1901,10,2,1,1,3.39,3.37,3.63,2.94,3.23,3.68,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,MFU student
1271,2084,21,2101,10,2,1,1,3.98,3.97,3.96,4,3.98,4,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,MFU student
1272,2085,21,2101,10,2,1,1,3.98,3.97,3.96,4,3.98,3.95,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,MFU student
1273,2086,21,2101,10,2,1,1,4,4,4,4,4,4,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,MFU student
1274,2087,21,2101,10,2,1,1,3.86,3.86,3.88,3.89,3.91,3.66,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,MFU student
1275,2089,21,2101,10,2,1,1,3.99,3.99,4,4,4,4,1,1,1,1,1,0,0,1,0,1,0,1,0,0,1,1,1,1,1,1,0,1,MFU student
1276,2091,21,2101,10,2,1,1,3.75,3.75,4,3.6,3.59,3.72,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,MFU student
1277,2092,21,2101,10,2,1,1,3.97,3.97,3.87,4,4,4,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,MFU student
1278,2093,21,2101,10,2,1,1,3.67,3.61,3.8,3.2,3.47,3.75,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,MFU student
1279,2094,21,2101,10,2,1,1,3.78,3.78,3.39,3.84,3.84,3.88,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,MFU student
1280,2095,21,2101,10,2,1,1,3.91,3.91,3.96,3.84,3.89,3.97,1,0,1,1,1,0,0,1,0,1,1,1,0,1,1,0,1,0,1,0,1,1,MFU student
1281,2098,21,2101,10,2,1,1,3.97,3.97,3.83,4,4,4,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,MFU student
1282,2099,21,2101,29,2,1,1,3.95,3.97,4,3.94,3.96,3.97,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,MFU student
1283,2100,21,2101,10,2,1,1,3.94,4,4,4,4,4,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,0,0,MFU student
1284,2101,21,2101,10,2,1,1,3.99,4,4,4,4,4,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,MFU student
1285,2102,21,2101,10,2,1,1,3.96,3.96,4,3.91,4,4,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,MFU student
1286,2103,22,2201,10,2,1,1,3.93,3.93,3.87,4,3.87,4,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,MFU student
1287,2104,22,2201,10,2,1,1,3.96,3.96,4,3.88,3.96,3.97,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,MFU student
1288,2105,22,2201,10,2,1,1,3.92,3.92,3.9,3.75,3.94,3.96,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,MFU student
1289,2106,22,2201,10,2,1,1,3.96,3.96,4,4,3.93,3.95,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,MFU student
1290,2107,22,2201,10,2,1,1,3.82,3.8,3.72,3.71,3.78,3.88,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,MFU student
1291,2109,22,2201,10,2,1,1,3.8,3.77,3.87,3.6,3.63,3.89,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,MFU student
1292,2110,22,2201,10,2,1,1,3.84,3.95,3.98,4,3.91,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,MFU student
1293,2111,22,2201,10,2,1,1,3.97,3.98,4,4,3.95,4,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,MFU student
1294,2112,22,2201,29,2,1,1,3.75,3.75,3.92,3.5,3.6,3.94,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,MFU student
1295,2113,22,2201,10,2,1,1,3.73,3.7,4,3.8,3.42,3.67,1,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1,1,1,1,0,1,MFU student
1296,2114,22,2201,10,2,1,1,3.98,3.98,4,4,3.97,4,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,MFU student
1297,2115,22,2201,10,2,1,1,3.91,3.9,4,3.67,3.89,4,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,1,1,0,0,MFU student
1298,2116,22,2201,10,2,1,1,3.67,3.67,3.71,3.13,3.81,3.55,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,MFU student
1299,2117,22,2201,10,2,1,1,3.93,3.92,4,3.85,3.86,4,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,0,1,1,0,0,1,MFU student
1300,2118,22,2201,20,5,0,0,3.91,3.91,3.96,3.96,3.89,3.81,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,MFU student
1301,2121,22,2201,20,5,0,0,3.85,3.85,3.85,3.85,3.73,4,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,MFU student
1302,2123,23,2301,10,2,1,1,3.4,3.35,3.72,2.62,3.25,3.38,1,0,0,1,0,1,1,0,1,1,1,1,0,0,0,1,0,0,1,0,1,0,MFU student
1303,2124,23,2301,10,2,0,1,3.253043206,3.21,3.7,2.24,3.08,3.41,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MFU student
1304,2125,23,2301,20,5,1,1,2.81,2.81,2.97,1.35,2.75,2.62,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,MFU student
1305,2130,23,2301,20,5,0,0,3.253043206,3.35,3.73,2.6,3.35,3.38,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,MFU student
1306,2131,23,2301,20,5,0,0,3.41,3.41,3.45,2.35,3.16,3.5,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,MFU student
1307,2132,23,2301,20,5,0,0,3.253043206,2.83,2.78,1.88,2.76,3.36,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,MFU student
1308,2133,23,2301,20,5,1,1,3.54,3.54,3.25,3.15,3.52,3.9,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,MFU student
1309,2134,23,2301,20,5,1,0,3.15,3.15,3.18,2.93,2.66,3.8,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,MFU student
1310,2135,23,2301,20,5,0,0,3.253043206,3.75,3.57,3.34,3.9,3.92,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,MFU student
1311,2137,23,2301,20,5,1,1,2.73,2.73,3.16,2.5,2.21,3.15,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,MFU student
1312,2139,23,2301,29,5,0,0,3.253043206,2.9,3.04,2.41,2.27,3.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MFU student
1313,2140,23,2301,29,5,0,0,2.54,2.54,2.36,1.75,2.33,2.62,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,MFU student
1314,2141,23,2301,29,5,0,0,3.253043206,2.59,2.18,2.31,2.64,2.59,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0,MFU student
1315,2142,23,2301,29,5,0,0,3.23,3.23,2.98,2.05,3.62,3.6,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,MFU student
1316,2143,23,2301,29,5,0,0,2.29,2.29,1.88,1.16,2.58,2.81,1,1,1,1,1,0,1,0,0,1,1,0,1,0,0,1,1,1,1,1,0,0,MFU student
1317,2144,24,2401,29,1,0,0,3.253043206,3.63,3.84,2.03,3.75,3.68,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,MFU student
1318,2145,24,2401,29,1,0,0,3.253043206,3.93,4,3.2,3.87,4,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,MFU student
1319,2147,24,2401,11,2,0,0,2.57,2.51,2.38,1.3,2.64,2.59,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,MFU student
1320,2148,24,2401,11,2,0,0,2.84,2.77,2.74,1.46,2.35,2.73,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,0,1,MFU student
1321,2149,24,2401,29,1,1,1,3.36,3.4,3.48,2.85,3.05,3.44,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,MFU student
1322,2150,24,2401,10,2,1,1,3.4,3.4,3.48,2.75,3.5,3.06,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,MFU student
1323,2151,24,2401,10,2,1,1,2.93,2.88,2.77,2.78,2.2,2.47,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,1,MFU student
1324,2152,24,2401,29,1,0,0,3.85,3.87,4,3.4,3.6,3.83,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,MFU student
1325,2154,24,2401,11,2,0,0,3.253043206,3.05,2.96,1.75,3,3.08,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,MFU student
1326,2155,24,2401,11,2,0,1,3.36,3.37,3.22,3.5,3.1,3.4,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,MFU student
1327,2157,24,2401,11,2,0,0,3.31,3.3,3.6,1.9,2.6,3.16,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,MFU student
1328,2158,24,2401,11,2,0,0,2.72,2.64,3.26,1.96,1.94,3.22,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,MFU student
1329,2159,24,2401,11,2,0,0,4,4,4,4,4,4,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,MFU student
1330,2160,24,2401,29,1,0,0,3.253043206,3.8,3.87,3.62,3.6,3.9,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,MFU student
1331,2161,24,2401,11,2,0,0,3.01,2.98,3.21,2.1,3,2.66,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,MFU student
1332,2162,24,2401,11,2,1,1,3.25,3.29,3.31,2.3,2.5,3.37,0,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,1,1,1,MFU student
1333,2163,24,2401,11,2,0,0,3.11,3.07,3.17,3.06,3.1,2.83,1,1,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,MFU student
1334,2164,24,2401,29,1,1,1,3.5,3.49,3.38,2.7,3.4,3.68,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,MFU student
1335,2165,24,2401,11,2,0,0,3.36,3.43,3.51,1.9,2.9,3.75,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,MFU student
1336,2166,24,2401,11,2,1,1,3.41,3.39,3.6,2.6,3.1,3.34,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,1,1,1,MFU student
1337,2167,24,2401,11,2,0,0,3.31,3.25,3.7,1.5,2.37,3.15,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,MFU student
1338,2168,24,2401,11,2,0,0,3.45,3.52,3.61,2.6,3.31,3.56,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,MFU student
1339,2169,24,2401,29,1,0,0,3.23,3.24,3.21,1.8,2.8,3.47,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,MFU student
1340,2171,24,2401,11,2,0,0,3.19,3.22,3.56,2,2.9,3.13,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,MFU student
1341,2173,24,2401,29,1,1,1,3.46,3.47,3.62,3.1,3,3.28,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,MFU student
1342,2174,24,2401,11,2,0,0,2.93,2.96,2.88,2.5,3.57,2.54,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,MFU student
1343,2176,24,2401,11,2,0,0,3.03,2.98,3.17,1.4,2.3,3.07,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,MFU student
1344,2177,24,2401,11,2,0,0,3.253043206,3.4,3.49,2,3.56,3.6,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,MFU student
1345,2179,24,2401,29,1,0,0,3.43,3.39,3.8,2.1,2.75,3.22,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,MFU student
1346,2182,24,2401,11,2,0,0,2.36,2.27,2.18,1.2,2.1,2.5,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,MFU student
1347,2184,24,2401,11,2,1,1,3.74,3.74,3.92,2.8,3.3,3.83,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,0,0,MFU student
1348,2185,24,2401,11,2,0,0,3.63,3.63,3.75,2.7,3.57,3.5,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,1,1,1,MFU student
1349,2186,24,2401,11,2,0,0,2.4,2.39,2.61,1.7,1.75,2.55,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,MFU student
1350,2187,24,2401,11,2,0,0,3.9,3.88,3.96,3.5,3.8,3.75,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,MFU student
1351,2188,24,2401,29,1,1,1,3.78,3.75,3.87,3.7,3.35,3.36,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,MFU student
1352,2189,24,2401,11,2,0,0,2.53,2.48,2.55,2.12,1.8,2.25,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,MFU student
1353,2190,24,2401,11,2,1,1,3.73,3.69,3.69,3.7,3.5,3.5,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,MFU student
1354,2191,24,2401,11,2,0,0,3.253043206,3.45,3.42,3.06,3.6,3.63,1,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,MFU student
1355,2192,24,2401,11,2,1,1,3.74,3.74,3.93,2.3,3.6,3.72,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,MFU student
1356,2193,24,2401,11,2,0,0,2.34,2.39,2.42,1.2,1.45,2.11,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,MFU student
1357,2194,24,2401,29,1,0,0,3.34,3.36,3.8,2.12,2.34,3.02,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,0,1,0,MFU student
1358,2195,24,2401,29,1,0,0,3.253043206,3.51,3.53,2.9,3.25,3.68,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,MFU student
1359,2196,24,2401,11,2,0,0,3.15,3.17,3.05,2.2,2.62,3.25,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,MFU student
1360,2197,24,2401,11,2,1,1,3.2,3.25,3.5,1.7,2.1,3.28,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,MFU student
1361,2198,24,2401,11,2,0,0,3.1,3.08,2.84,2.1,2.54,3.6,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,MFU student
1362,2199,24,2401,11,2,0,0,3.07,3.04,2.66,3.25,2.6,3.34,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,MFU student
1363,2203,24,2401,20,5,0,0,3.23,3.23,3.48,2.19,2.58,3.61,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,MFU student
1364,2204,24,2401,20,5,0,0,3.253043206,2.91,2.76,1.16,2.16,3.23,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,MFU student
1365,2213,24,2402,11,1,0,0,3.35,3.35,3.28,3.3,3,3.02,0,1,1,0,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,MFU student
1366,2214,24,2402,11,1,1,1,3.31,3.39,3.17,2.76,2.9,3.79,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,MFU student
1367,2215,24,2402,11,1,0,0,2.91,2.97,3.18,2.1,3.11,3.04,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,MFU student
1368,2216,24,2402,11,1,0,0,3.04,2.97,3.45,1.8,1.58,2.86,1,0,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,MFU student
1369,2217,24,2402,10,2,0,1,3.253043206,3.34,3.52,2.5,3.5,2.92,1,0,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,1,1,MFU student
1370,2218,24,2402,11,1,1,1,3.63,3.67,4,3.5,3.5,4,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,MFU student
1371,2219,24,2402,11,1,1,1,3.78,3.78,3.83,3.3,3.89,3.72,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,MFU student
1372,2221,24,2402,11,1,1,1,3.6,3.61,3.76,1.78,3.79,3.84,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,MFU student
1373,2222,24,2402,11,1,0,0,3.04,3.04,2.92,2.4,2.7,3.05,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,MFU student
1374,2223,24,2402,11,1,1,1,3.03,3.12,3,2.6,3.5,2.97,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,MFU student
1375,2224,24,2402,11,1,0,0,3.75,3.74,3.97,3.86,3.4,4,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,MFU student
1376,2225,24,2402,10,2,1,1,3.88,3.87,4,3.78,3.57,3.7,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1,1,1,1,0,1,1,MFU student
1377,2226,24,2402,11,1,0,0,2.78,2.75,2.9,1.9,2.85,3.16,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,MFU student
1378,2227,24,2402,11,1,0,0,2.9,2.94,3.64,2.15,2.12,3.69,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,MFU student
1379,2228,24,2402,11,1,0,0,3.79,3.8,3.83,2.8,4,3.81,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,MFU student
1380,2229,24,2402,11,1,0,0,3.66,3.63,3.7,3.8,2.67,3.74,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,MFU student
1381,2230,24,2402,11,1,0,0,3.253043206,3.28,3.59,2.21,2.3,3.4,0,1,1,0,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,MFU student
1382,2231,24,2402,11,1,0,0,3.24,3.3,3.52,2.88,2.72,3.7,1,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,MFU student
1383,2232,24,2402,11,1,0,0,3.67,3.71,3.92,3,3.37,3.57,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,MFU student
1384,2233,24,2402,11,1,0,0,3.28,3.28,3.18,2.6,3.5,2.94,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,MFU student
1385,2234,24,2402,11,1,1,1,3.58,3.61,3.5,3.62,3.39,3.75,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,1,1,MFU student
1386,2238,24,2402,11,1,0,0,3.64,3.59,3.6,3.4,3.21,3.76,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,MFU student
1387,2239,24,2402,11,1,1,1,3.71,3.71,3.61,2.8,3.9,3.97,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,0,1,1,1,1,1,MFU student
1388,2240,24,2402,11,1,0,0,2.97,2.9,3.05,2.58,2.4,3.07,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,MFU student
1389,2242,24,2402,11,1,0,0,3.83,3.84,3.9,3.91,3.89,3.73,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,1,1,MFU student
1390,2244,24,2402,11,1,0,0,3.84,3.84,3.9,3.87,3.89,3.82,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,MFU student
1391,2245,24,2402,11,1,0,0,3,2.97,2.85,2.9,2.7,3.25,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,MFU student
1392,2246,24,2402,52,1,0,0,3.91,3.91,4,3.75,3.5,3.89,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,MFU student
1393,2247,24,2402,11,1,0,0,3.15,3.17,3.2,2.4,2.3,3.37,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,MFU student
1394,2248,24,2402,11,1,0,0,3.67,3.66,3.83,2.5,3.45,3.81,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,MFU student
1395,2249,24,2402,11,1,0,0,2.79,2.71,2.51,1.8,2.4,2.54,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,1,MFU student
